SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1708 Overlook Dr,Silver Spring,MD,20903,530000,3,3.0,HILLANDALE,2418,17159,1958,3,219,,Active,,,https://www.redfin.com/MD/Silver-Spring/1708-Overlook-Dr-20903/home/10559472,BRIGHT MLS,MDMC2024102,N,Y,39.0261074,-76.97693
MLS Listing,,Single Family Residential,12 Baughman Ct,Silver Spring,MD,20906,925000,6,5.0,GAYFIELDS,5779,37487,1979,4,160,,Active,,,https://www.redfin.com/MD/Silver-Spring/12-Baughman-Ct-20906/home/11071471,BRIGHT MLS,MDMC2025222,N,Y,39.1043252,-77.0434205
MLS Listing,,Townhouse,13115 Brahms Ter,Silver Spring,MD,20904,410000,4,3.5,TANGLEWOOD,1820,1500,1984,4,225,122,Active,,,https://www.redfin.com/MD/Silver-Spring/13115-Brahms-Ter-20904/home/10583976,BRIGHT MLS,MDMC2025394,N,Y,39.072148,-76.9526939
MLS Listing,,Townhouse,142 Finale Ter,Silver Spring,MD,20901,445000,3,3.0,DUMONT OAKS,2016,1900,1984,5,221,73,Active,,,https://www.redfin.com/MD/Silver-Spring/142-Finale-Ter-20901/home/10589971,BRIGHT MLS,MDMC2025234,N,Y,39.04293,-77.005955
MLS Listing,,Single Family Residential,4106 Weller Rd,Silver Spring,MD,20906,549900,6,3.0,STONEYBROOK ESTATES,2411,6714,1960,5,228,,Active,,,https://www.redfin.com/MD/Silver-Spring/4106-Weller-Rd-20906/home/11053604,BRIGHT MLS,MDMC2026042,N,Y,39.0617878,-77.0817861
MLS Listing,,Townhouse,2020 Flowering Tree Ter,Silver Spring,MD,20902,349900,2,1.5,FOREST ESTATES,966,,1984,5,362,97,Active,,,https://www.redfin.com/MD/Silver-Spring/2020-Flowering-Tree-Ter-20902/home/11113302,BRIGHT MLS,MDMC2022812,N,Y,39.02357,-77.04208
MLS Listing,,Single Family Residential,4508 Bennion Rd,Silver Spring,MD,20906,449900,3,1.5,VEIRS MILL VILLAGE,972,6133,1946,11,463,,Active,December-13-2021 08:00 AM,December-13-2021 08:00 PM,https://www.redfin.com/MD/Silver-Spring/4508-Bennion-Rd-20906/home/11003310,BRIGHT MLS,MDMC2023532,N,Y,39.052753,-77.0861925
MLS Listing,,Single Family Residential,7700 Chicago Ave,Silver Spring,MD,20910,599999,5,2.0,BLAIR,1582,5688,1954,31,379,,Active,,,https://www.redfin.com/MD/Silver-Spring/7700-Chicago-Ave-20910/home/10953540,BRIGHT MLS,MDMC2022810,N,Y,38.9857616,-77.0223743
MLS Listing,,Condo/Co-op,3910 Doc Berlin Dr #14,Silver Spring,MD,20906,324900,2,2.0,NORBECK CROSSING,1040,,2016,34,312,390,Active,,,https://www.redfin.com/MD/Silver-Spring/3910-Doc-Berlin-Dr-20906/unit-14/home/104458775,BRIGHT MLS,MDMC2021850,N,Y,39.1133417,-77.07349
MLS Listing,,Townhouse,8900 16th St,Silver Spring,MD,20910,439500,3,2.5,WOODSIDE VILLAGE,1266,,1965,57,347,594,Active,,,https://www.redfin.com/MD/Silver-Spring/8900-16th-St-20910/unit-8900/home/10979720,BRIGHT MLS,MDMC2001141,N,Y,39.0022019,-77.0404833
MLS Listing,,Single Family Residential,415 E Melbourne Ave,Silver Spring,MD,20901,514000,4,2.0,LONG BRANCH VILLAGE,1426,5810,1943,73,360,,Active,,,https://www.redfin.com/MD/Silver-Spring/415-E-Melbourne-Ave-20901/home/11027518,BRIGHT MLS,MDMC2018408,N,Y,39.0094022,-77.0002054
MLS Listing,,Single Family Residential,1827 Fairland Rd,Silver Spring,MD,20904,495000,4,2.0,COLESVILLE OUTSIDE,1925,25538,1951,110,257,,Active,,,https://www.redfin.com/MD/Silver-Spring/1827-Fairland-Rd-20904/home/166452254,BRIGHT MLS,MDMC2009372,N,Y,39.0754782,-76.9727897
MLS Listing,,Condo/Co-op,1220 Blair Mill Rd #507,Silver Spring,MD,20910,239900,1,1.0,MICA CODM @ SILVER SPRIN,860,,2006,157,279,699,Active,,,https://www.redfin.com/MD/Silver-Spring/1220-Blair-Mill-Rd-20910/unit-507/home/11760720,BRIGHT MLS,MDMC2003280,N,Y,38.9894781,-77.0302241
Redfin Data,,Single Family Residential,12916 Bluet Ln,Silver Spring,MD,20906,600000,4,2.5,Silver Spring,3073,10484,1965,1,195,,Pre On-Market,,,https://www.redfin.com/MD/Silver-Spring/12916-Bluet-Ln-20906/home/11074470,Coming Soon,79222,N,Y,39.06869,-77.0434709
MLS Listing,,Townhouse,14956 Habersham Cir,Silver Spring,MD,20906,399000,3,2.5,LONGMEAD,1432,1800,1987,1,279,68,Active,,,https://www.redfin.com/MD/Silver-Spring/14956-Habersham-Cir-20906/home/11129249,BRIGHT MLS,MDMC2027166,N,Y,39.10067,-77.050029
MLS Listing,,Condo/Co-op,3301 Hewitt Ave #501,Silver Spring,MD,20906,129900,3,2.0,HERITAGE WOODS,981,,1973,1,132,585,Active,,,https://www.redfin.com/MD/Silver-Spring/3301-Hewitt-Ave-20906/unit-501/home/11092324,BRIGHT MLS,MDMC2027114,N,Y,39.0799922,-77.0672134
MLS Listing,,Single Family Residential,2205 Luzerne Ave,Silver Spring,MD,20910,419000,4,2.0,NORTH WOODSIDE,1200,5890,1950,2,349,,Active,,,https://www.redfin.com/MD/Silver-Spring/2205-Luzerne-Ave-20910/home/11075328,BRIGHT MLS,MDMC2026588,N,Y,39.0049148,-77.0482834
MLS Listing,,Townhouse,14328 Astrodome Dr #62,Silver Spring,MD,20906,280000,2,2.0,AUTUMN WALK,940,,1972,2,298,260,Active,,,https://www.redfin.com/MD/Aspen-Hill/14328-Astrodome-Dr-20906/unit-62/home/11090805,BRIGHT MLS,MDMC2027066,N,Y,39.0907029,-77.0508123
MLS Listing,,Single Family Residential,1103 Kathryn Rd,Silver Spring,MD,20904,579900,4,3.0,SPRINGBROOK MANOR,3218,11250,1958,2,180,,Active,,,https://www.redfin.com/MD/Silver-Spring/1103-Kathryn-Rd-20904/home/10570233,BRIGHT MLS,MDMC2026784,N,Y,39.0492986,-76.9890351
MLS Listing,,Condo/Co-op,3100 N Leisure World Blvd #817,Silver Spring,MD,20906,255000,2,2.0,OVERLOOK AT LEISURE WORL,1090,,2004,2,234,636,Active,,,https://www.redfin.com/MD/Silver-Spring/3100-N-Leisure-World-Blvd-20906/unit-817/home/11205914,BRIGHT MLS,MDMC2025536,N,Y,39.1056336,-77.0640465
MLS Listing,,Condo/Co-op,3200 N Leisure World Blvd #705,Silver Spring,MD,20906,399000,3,2.0,VANTAGE POINT EAST @ LEI,1540,,2002,3,259,826,Active,,,https://www.redfin.com/MD/Silver-Spring/3200-N-Leisure-World-Blvd-20906/unit-705/home/11193741,BRIGHT MLS,MDMC2025168,N,Y,39.1073823,-77.0660253
MLS Listing,,Single Family Residential,708 Forston St,Takoma Park,MD,20912,529900,4,2.5,ROLLING TERRACE,1696,7259,1949,3,312,,Active,,,https://www.redfin.com/MD/Takoma-Park/708-Forston-St-20912/home/11000845,BRIGHT MLS,MDMC2025580,N,Y,38.9937183,-76.9966142
MLS Listing,,Single Family Residential,13915 Overton Ln,Silver Spring,MD,20904,659000,5,3.0,DRUMELDRA HILLS,3036,20977,1969,3,217,,Active,,,https://www.redfin.com/MD/Silver-Spring/13915-Overton-Ln-20904/home/10563972,BRIGHT MLS,MDMC2024152,N,Y,39.0845992,-77.0091845
MLS Listing,,Single Family Residential,2409 Dressler Ln,Silver Spring,MD,20906,619900,4,3.0,STRATHMORE AT BEL PRE,2427,13771,1983,3,255,27,Active,,,https://www.redfin.com/MD/Silver-Spring/2409-Dressler-Ln-20906/home/11085618,BRIGHT MLS,MDMC2026948,N,Y,39.0750626,-77.051904
MLS Listing,,Townhouse,200 Finale Ter,Silver Spring,MD,20901,434900,3,3.0,DUMONT OAKS,1827,2500,1984,3,238,77,Active,,,https://www.redfin.com/MD/Silver-Spring/200-Finale-Ter-20901/home/10586547,BRIGHT MLS,MDMC2026302,N,Y,39.042832,-77.005039
MLS Listing,,Townhouse,2030 Derby Ridge Ln Unit 3-1,Silver Spring,MD,20910,530000,2,3.5,SADDLE RIDGE CODM,1836,,1985,3,289,426,Active,,,https://www.redfin.com/MD/Silver-Spring/2030-Derby-Ridge-Ln-20910/unit-3-1/home/11127528,BRIGHT MLS,MDMC2026318,N,Y,38.9933396,-77.0447883
MLS Listing,,Condo/Co-op,614 Sligo Ave #408,Silver Spring,MD,20910,189999,2,1.0,THE CAROLYN,1067,,1966,3,178,754,Active,,,https://www.redfin.com/MD/Silver-Spring/614-Sligo-Ave-20910/unit-408/home/11096668,BRIGHT MLS,MDMC2026844,N,Y,38.9908882,-77.0135792
MLS Listing,,Single Family Residential,8722 Leonard Dr,Silver Spring,MD,20910,799000,5,2.5,ROSEMARY KNOLLS,2124,5953,1951,4,376,,Active,,,https://www.redfin.com/MD/Silver-Spring/8722-Leonard-Dr-20910/home/11073330,BRIGHT MLS,MDMC2022258,N,Y,38.9994853,-77.0438307
MLS Listing,,Condo/Co-op,2217 Washington Ave #101,Silver Spring,MD,20910,220000,1,1.0,ROCK CREEK APTS CODM 1,739,,1948,4,298,477,Active,,,https://www.redfin.com/MD/Silver-Spring/2217-Washington-Ave-20910/unit-101/home/167109336,BRIGHT MLS,MDMC2026310,N,Y,38.9931969,-77.0478329
MLS Listing,,Single Family Residential,8714 Maywood Ave,Silver Spring,MD,20910,724500,3,2.0,ROSEMARY HILLS,1732,7080,1948,4,418,,Active,,,https://www.redfin.com/MD/Silver-Spring/8714-Maywood-Ave-20910/home/10996936,BRIGHT MLS,MDMC2024122,N,Y,38.9988813,-77.0455848
MLS Listing,,Single Family Residential,220 W University Blvd,Silver Spring,MD,20901,1099000,7,5.5,FAIRWAY,5685,8290,2021,4,193,,Active,,,https://www.redfin.com/MD/Silver-Spring/220-University-Blvd-W-20901/home/170107388,BRIGHT MLS,MDMC2023658,N,Y,39.022478,-77.016909
MLS Listing,,Vacant Land,15721 Holly Grove Rd,Silver Spring,MD,20905,650000,,,NORWOOD ESTATES,,152460,,4,,,Active,,,https://www.redfin.com/MD/Silver-Spring/15721-Holly-Grove-Rd-20905/home/10580377,BRIGHT MLS,MDMC2026558,N,Y,39.1163809,-77.007112
MLS Listing,,Single Family Residential,10413 Haywood Dr,Silver Spring,MD,20902,560000,3,2.0,CARROLL KNOLLS,1452,7759,1951,4,386,,Active,,,https://www.redfin.com/MD/Silver-Spring/10413-Haywood-Dr-20902/home/10982266,BRIGHT MLS,MDMC2024846,N,Y,39.0269365,-77.051027
MLS Listing,,Condo/Co-op,12001 Old Columbia Pike #612,Silver Spring,MD,20904,187000,3,2.0,COLUMBIA TOWERS,1316,,1975,4,142,776,Active,,,https://www.redfin.com/MD/Silver-Spring/12001-Old-Columbia-Pike-20904/unit-612/home/167109413,BRIGHT MLS,MDMC2026540,N,Y,39.0518531,-76.9747565
MLS Listing,,Townhouse,14924 Hydrus Rd,Silver Spring,MD,20906,450000,3,2.0,AQUARIUS AT BEL PRE,1203,12897,1972,4,374,88,Active,,,https://www.redfin.com/MD/Silver-Spring/14924-Hydrus-Rd-20906/home/11089311,BRIGHT MLS,MDMC2026270,N,Y,39.1014972,-77.0603285
MLS Listing,,Single Family Residential,14813 Harold Rd,Silver Spring,MD,20905,525000,3,2.5,OAK SPRINGS,1476,29931,1959,4,356,,Active,,,https://www.redfin.com/MD/Silver-Spring/14813-Harold-Rd-20905/home/10576790,BRIGHT MLS,MDMC2026458,N,Y,39.0989521,-76.97693
MLS Listing,,Single Family Residential,9210 Manchester Rd,Silver Spring,MD,20901,885000,4,3.0,SLIGO PARK HILLS,2403,20697,1952,5,368,,Active,,,https://www.redfin.com/MD/Silver-Spring/9210-Manchester-Rd-20901/home/10970165,BRIGHT MLS,MDMC2024182,N,Y,39.0051322,-77.0149964
MLS Listing,,Single Family Residential,1628 Hopefield Rd,Silver Spring,MD,20905,575950,4,3.0,GOOD HOPE ESTATES,1943,12688,1970,5,296,,Active,,,https://www.redfin.com/MD/Silver-Spring/1628-Hopefield-Rd-20905/home/10576768,BRIGHT MLS,MDMC2025662,N,Y,39.1057391,-76.977875
MLS Listing,,Single Family Residential,10011 Markham St,Silver Spring,MD,20901,519900,3,2.0,FAIRWAY,1784,5002,1946,5,291,,Active,,,https://www.redfin.com/MD/Silver-Spring/10011-Markham-St-20901/home/10984813,BRIGHT MLS,MDMC2025180,N,Y,39.0205182,-77.0171558
MLS Listing,,Single Family Residential,10707 Bucknell Dr,Silver Spring,MD,20902,699000,4,3.0,GLENVIEW,2113,7700,1950,5,331,,Active,,,https://www.redfin.com/MD/Silver-Spring/10707-Bucknell-Dr-20902/home/10988653,BRIGHT MLS,MDMC2025666,N,Y,39.0315855,-77.0450001
MLS Listing,,Condo/Co-op,700 Roeder Rd #101,Silver Spring,MD,20910,299900,1,1.0,DOWNTOWN SILVER SPRING,541,,1981,5,554,152,Active,,,https://www.redfin.com/MD/Silver-Spring/700-Roeder-Rd-20910/unit-101/home/177551916,BRIGHT MLS,MDMC2026548,N,Y,38.9987453,-77.0250032
MLS Listing,,Townhouse,11810 Valleywood Dr,Silver Spring,MD,20902,409000,4,2.5,CONN AVE ESTATES,1008,4900,1950,5,406,,Active,,,https://www.redfin.com/MD/Silver-Spring/11810-Valleywood-Dr-20902/home/11021495,BRIGHT MLS,MDMC2026394,N,Y,39.0502306,-77.0704997
MLS Listing,,Single Family Residential,2505 Eccleston St,Silver Spring,MD,20902,635000,6,2.0,CARROLL KNOLLS,2184,8389,1953,5,291,,Active,,,https://www.redfin.com/MD/Silver-Spring/2505-Eccleston-St-20902/home/10981964,BRIGHT MLS,MDMC2026366,N,Y,39.0231547,-77.0540852
MLS Listing,,Single Family Residential,10212 Douglas Ave,Silver Spring,MD,20902,509900,4,2.0,CARROLL KNOLLS,1704,7077,1949,5,299,,Active,,,https://www.redfin.com/MD/Silver-Spring/10212-Douglas-Ave-20902/home/10982207,BRIGHT MLS,MDMC2026444,N,Y,39.023472,-77.0469341
MLS Listing,,Single Family Residential,3505 Farthing Dr,Silver Spring,MD,20906,425000,4,2.0,CONN AVE ESTATES,1466,6922,1953,5,290,,Active,,,https://www.redfin.com/MD/Silver-Spring/3505-Farthing-Dr-20906/home/11021710,BRIGHT MLS,MDMC2026234,N,Y,39.0611456,-77.070005
MLS Listing,,Single Family Residential,11811 Dewey Rd,Silver Spring,MD,20906,600000,4,4.0,VEIRS MILL VILLAGE,1358,6463,1946,5,442,,Active,,,https://www.redfin.com/MD/Silver-Spring/11811-Dewey-Rd-20906/home/11003397,BRIGHT MLS,MDMC2025070,N,Y,39.0495751,-77.0882945
MLS Listing,,Single Family Residential,15225 Centergate Dr,Silver Spring,MD,20905,700000,3,3.0,STONEGATE,3438,27891,1971,6,204,,Active,,,https://www.redfin.com/MD/Silver-Spring/15225-Centergate-Dr-20905/home/10574517,BRIGHT MLS,MDMC2025772,N,Y,39.103934,-77.0086199
MLS Listing,,Condo/Co-op,3640 Gleneagles Dr Unit 10-2D,Silver Spring,MD,20906,117500,2,1.0,MONTGOMERY MUTUAL COOP,1035,,1967,6,114,850,Active,,,https://www.redfin.com/MD/Silver-Spring/3640-Gleneagles-Dr-20906/unit-10-2D/home/28961831,BRIGHT MLS,MDMC2025910,N,Y,39.0990178,-77.0723923
MLS Listing,,Townhouse,1711 Featherwood St,Silver Spring,MD,20904,399900,3,2.5,ROLLING ACRES,1232,1540,1983,6,325,78,Active,,,https://www.redfin.com/MD/Silver-Spring/1711-Featherwood-St-20904/home/10584305,BRIGHT MLS,MDMC2025896,N,Y,39.058892,-76.9746686
MLS Listing,,Single Family Residential,1211 Pinecrest Cir,Silver Spring,MD,20910,950000,3,2.5,WOODSIDE PARK,2143,12554,1947,7,443,,Active,,,https://www.redfin.com/MD/Silver-Spring/1211-Pinecrest-Cir-20910/home/11079978,BRIGHT MLS,MDMC2025990,N,Y,39.0059337,-77.0295718
MLS Listing,,Condo/Co-op,719 Erie Ave #3,Takoma Park,MD,20912,177900,1,1.0,TAKOMA PARK,430,,1937,7,414,320,Active,,,https://www.redfin.com/MD/Takoma-Park/719-Erie-Ave-20912/unit-3/home/39990253,BRIGHT MLS,MDMC2025690,N,Y,38.9883238,-77.0020389
MLS Listing,,Single Family Residential,11808 Huggins Dr,Silver Spring,MD,20902,590000,5,2.5,CONNECTICUT GARDENS,1512,7754,1949,7,390,,Active,,,https://www.redfin.com/MD/Silver-Spring/11808-Huggins-Dr-20902/home/11025534,BRIGHT MLS,MDMC2025152,N,Y,39.0495615,-77.0720286
MLS Listing,,Condo/Co-op,3330 N Leisure World Blvd Unit 5-114,Silver Spring,MD,20906,275000,2,2.0,FAIRWAYS SOUTH,1317,,1989,8,209,807,Active,,,https://www.redfin.com/MD/Silver-Spring/3330-N-Leisure-World-Blvd-20906/unit-5-114/home/11137859,BRIGHT MLS,MDMC2023390,N,Y,39.1064748,-77.0725457
MLS Listing,,Townhouse,14436 Taos Ct Unit 5-K,Silver Spring,MD,20906,310000,3,2.5,KIMBERLY PLACE,1538,,1971,8,202,455,Active,,,https://www.redfin.com/MD/Aspen-Hill/14436-Taos-Ct-20906/unit-5-K/home/11090468,BRIGHT MLS,MDMC2025776,N,Y,39.0926217,-77.0499446
MLS Listing,,Condo/Co-op,8045 Newell St #213,Silver Spring,MD,20910,325000,1,1.0,8045 AT SILVER SPRING ME,820,,2005,8,396,385,Active,,,https://www.redfin.com/MD/Silver-Spring/8045-Newell-St-20910/unit-213/home/11207892,BRIGHT MLS,MDMC2025426,N,Y,38.9884453,-77.0295943
MLS Listing,,Condo/Co-op,13601 Sir Thomas Way Unit 2-C-41,Silver Spring,MD,20904,189900,1,1.0,THE VINEYARDS CODM,922,,1991,9,206,335,Active,,,https://www.redfin.com/MD/Silver-Spring/13601-Sir-Thomas-Way-20904/unit-2-C-41/home/10602497,BRIGHT MLS,MDMC2025724,N,Y,39.081181,-76.9368034
MLS Listing,,Condo/Co-op,9039 Sligo Creek Pkwy #602,Silver Spring,MD,20901,350000,2,1.0,PARKSIDE PLAZA CODM,1172,,1965,9,299,788,Active,,,https://www.redfin.com/MD/Silver-Spring/9039-Sligo-Creek-Pkwy-20901/unit-602/home/11113983,BRIGHT MLS,MDMC2025020,N,Y,39.0042464,-77.0137142
MLS Listing,,Single Family Residential,709 Gist Ave,Silver Spring,MD,20910,819000,3,2.5,BLAIR,2430,5000,1936,9,337,,Active,,,https://www.redfin.com/MD/Silver-Spring/709-Gist-Ave-20910/home/10953349,BRIGHT MLS,MDMC2025674,N,Y,38.9882664,-77.0175157
MLS Listing,,Single Family Residential,806 Philadelphia Ave,Silver Spring,MD,20910,819000,3,2.5,BLAIR,2388,4000,1928,9,343,,Active,,,https://www.redfin.com/MD/Silver-Spring/806-Philadelphia-Ave-20910/home/10954154,BRIGHT MLS,MDMC2025670,N,Y,38.986825,-77.0221494
MLS Listing,,Condo/Co-op,13609 Sir Thomas Way Unit 1-C-12,Silver Spring,MD,20904,225000,2,2.0,THE VINEYARDS CODM,950,,1989,10,237,357,Active,,,https://www.redfin.com/MD/Silver-Spring/13609-Sir-Thomas-Way-20904/unit-1-C-12/home/10602017,BRIGHT MLS,MDMC2025478,N,Y,39.0812754,-76.9371613
MLS Listing,,Condo/Co-op,13601 Sir Thomas Way Unit 2-C-31,Silver Spring,MD,20904,170000,1,1.0,THE VINEYARDS CODM,922,,1991,10,184,357,Active,,,https://www.redfin.com/MD/Silver-Spring/13601-Sir-Thomas-Way-20904/unit-2-C-31/home/177491710,BRIGHT MLS,MDMC2025602,N,Y,39.081181,-76.9368034
MLS Listing,,Condo/Co-op,1201 East West Hwy #222,Silver Spring,MD,20910,487000,2,2.0,SILVERTON CODM,1307,,2006,10,373,731,Active,,,https://www.redfin.com/MD/Silver-Spring/1201-East-West-Hwy-20910/unit-222/home/11760595,BRIGHT MLS,MDMC2025366,N,Y,38.9907034,-77.0286497
MLS Listing,,Condo/Co-op,9201 New Hampshire Ave #302,Silver Spring,MD,20903,239900,3,1.5,PRESIDENTIAL PARK CONDO,1079,,1964,11,222,561,Active,,,https://www.redfin.com/MD/Silver-Spring/9201-New-Hampshire-Ave-20903/unit-302/home/10984123,BRIGHT MLS,MDPG2019592,N,Y,39.0047183,-76.9800643
MLS Listing,,Single Family Residential,111 Sunnyside Rd,Silver Spring,MD,20910,1195000,6,4.0,SLIGO PARK HILLS,2700,7376,1953,11,443,,Active,,,https://www.redfin.com/MD/Silver-Spring/111-Sunnyside-Rd-20910/home/10970392,BRIGHT MLS,MDMC2025338,N,Y,38.9878313,-77.007618
MLS Listing,,Condo/Co-op,9610 Dewitt Dr Unit B101,Silver Spring,MD,20910,425000,2,2.0,MAIN BUILDING CODM,1638,,1925,11,259,948,Active,,,https://www.redfin.com/MD/Silver-Spring/9610-Dewitt-Dr-20910/unit-B101/home/167185386,BRIGHT MLS,MDMC2024726,N,Y,39.012492,-77.057235
MLS Listing,,Condo/Co-op,8045 Newell St #418,Silver Spring,MD,20910,460000,2,2.0,8045 AT SILVER SPRING ME,1214,,2005,11,379,567,Active,,,https://www.redfin.com/MD/Silver-Spring/8045-Newell-St-20910/unit-418/home/11208086,BRIGHT MLS,MDMC2025082,N,Y,38.9884453,-77.0295943
MLS Listing,,Condo/Co-op,8045 Newell St #202,Silver Spring,MD,20910,460000,2,2.0,8045 AT SILVER SPRING ME,1203,,2005,12,382,567,Active,December-19-2021 01:00 PM,December-19-2021 03:00 PM,https://www.redfin.com/MD/Silver-Spring/8045-Newell-St-20910/unit-202/home/11207996,BRIGHT MLS,MDMC2023436,N,Y,38.9884453,-77.0295943
MLS Listing,,Single Family Residential,4317 Ivy Glen Rd,Silver Spring,MD,20906,414900,2,2.0,VEIRS MILL VILLAGE,1148,5698,1946,12,361,,Active,,,https://www.redfin.com/MD/Silver-Spring/4317-Ivy-Glen-Rd-20906/home/11003075,BRIGHT MLS,MDMC2024190,N,Y,39.042675,-77.0848479
MLS Listing,,Single Family Residential,2909 Calverton Blvd,Silver Spring,MD,20904,558000,3,2.5,CALVERTON,2767,11086,1966,12,202,,Active,,,https://www.redfin.com/MD/Silver-Spring/2909-Calverton-Blvd-20904/home/10573346,BRIGHT MLS,MDMC2024906,N,Y,39.0566034,-76.9474946
MLS Listing,,Vacant Land,8426 Piney Branch Rd,Silver Spring,MD,20901,4000000,,,CISSELS ADD,,19595,,12,,,Active,,,https://www.redfin.com/MD/Silver-Spring/8426-Piney-Branch-Rd-20901/home/11070222,BRIGHT MLS,MDMC2024830,N,Y,38.998075,-77.0046485
